Bigram,Frequency
"('know', 'training')",51
"('training', 'future')",51
"('get', 'national')",51
"('moment', 'woman')",51
"('woman', 'podium')",51
"('surely', 'proud')",51
"('teamindia', 'harmanpreetsingh')",51
"('consistency', 'mean')",51
"('apr', 'une')",51
"('letsile', 'tobogo')",51
"('tobogo', 'botswana')",51
"('🥇', 'style')",51
"('style', 'moment')",51
"('moment', 'losing')",51
"('lyles', 'far')",51
"('beat', 'lyles')",51
"('losing', 'mother')",51
"('personal', 'beat')",51
"('mother', 'surely')",51
"('silver', 'consistency')",51
"('wish', 'personal')",51
"('singh', 'grew')",51
"('grew', 'helping')",51
"('helping', 'father')",51
"('father', 'field')",51
"('🏆', '🏅')",51
"('stuns', 'american')",51
"('field', 'little')",51
"('podium', 'olympic')",51
"('la', 'premire')",50
"('look', 'easy')",50
"('juniansyah', 'sportsterlengkapadadividio')",50
"('kasih', 'rizki')",50
"('peacock', 'usabmnt')",50
"('lead', 'usa')",50
"('curry', 'lead')",50
"('sri', 'lanka')",50
"('sportsterlengkapadadividio', 'bawapulangmedali')",50
"('di', 'olimpiade')",50
"('india', 'congratulation')",50
"('🥇', 'medalolympics2024')",50
"('medalolympics2024', '🥇')",50
"('neerajchopra1', '🥇')",50
"('boy', 'neerajchopra1')",50
"('allowed', 'fight')",50
"('neerajchopra', 'neerajchoprawinsgold')",50
"('olympics', 'pakistan')",50
"('tony', 'hawk')",50
"('du', 'sport')",50
"('compete', 'final')",50
"('jogosolmpicos', 'paris2024')",50
"('youngest', 'male')",50
"('throwwishes', 'sri')",50
"('metre', 'throwwishes')",50
"('📈', 'metre')",50
"('secures', 'pakistan')",50
"('worst', 'olympic')",50
"('nadeem', 'secures')",50
"('indonesia', 'raya')",50
"('raya', 'kembali')",50
"('worked', 'hard')",50
"('lanka', 'paris2024')",50
"('great', 'news')",50
"('kembali', 'berkumandang')",50
"('life', 'parisolympics')",50
"('berkumandang', 'di')",50
"('morning', 'paris2024')",50
"('terima', 'kasih')",50
"('live', 'closertoyourchampions')",50
"('accomplishment', 'filled')",50
"('parisolympics', 'outstanding')",50
"('history', 'bronze')",50
"('shooter', 'etched')",50
"('nation', 'extraordinary')",50
"('realmanubhaker', 'nation')",50
"('meet', 'realmanubhaker')",50
"('delighted', 'meet')",50
"('final', 'feeling')",50
"('feeling', 'nikki')",50
"('hiltz', 'parisolympics')",50
"('call', 'olympic')",50
"('🌎', 'stream')",50
"('put', 'top')",50
"('tebogo', 'put')",50
"('para', 'ecuador')",50
"('arshad', 'nadeems')",50
"('🥇', 'olympics2024')",50
"('secure', 'spot')",50
"('spot', 'woman')",50
"('outstanding', 'accomplishment')",50
"('extraordinary', 'shooter')",50
"('final', 'united')",50
"('here', 'continued')",50
"('olimpiade', 'terima')",50
"('carlos', 'yulo')",50
"('remarkable', 'achievementsin')",50
"('update', 'condition')",50
"('many', 'remarkable')",50
"('comeback', 'serbia')",50
"('lyles', 'provides')",50
"('continued', 'success')",50
"('success', 'many')",50
"('condition', 'final')",50
"('pakistan', 'proud')",50
"('pride', 'here')",50
"('filled', 'pride')",50
"('shattered', '🌎')",49
"('mclaughlinlevrone', 'sydney')",49
"('friend', 'teamusa')",49
"('sydney', 'can')",49
"('not', 'stopped')",49
"('stopped', 'shattered')",49
"('evermen', 'allowed')",49
"('olympic', 'evermen')",49
"('race', 'olympics2024')",49
"('done', 'tebogo')",49
"('brazil', 'parisolympics')",49
"('tebogo', 'race')",49
"('olympics2024', 'bronzemedal')",49
"('final', 'first')",49
"('boxing', 'today')",49
"('toby', 'robert')",49
"('disqualified', 'gram')",49
"('gram', 'overweightolympics2024')",49
"('aux', 'jo')",49
"('help', 'parisolympics')",49
"('luckily', 'help')",49
"('cest', 'un')",49
"('today', 'get')",49
"('la', 'grandes')",49
"('cooky', 'luckily')",49
"('eating', 'cooky')",49
"('lot', 'eating')",49
"('get', 'disqualified')",49
"('expert', 'swimming')",49
"('teamusa', 'expert')",49
"('paris2024', 'jogosolmpicos')",49
"('swimming', 'lot')",49
"('medallas', 'olmpicas')",49
"('thanks', 'making')",49
"('pride', 'glory')",49
"('pour', 'finale')",49
"('coming', 'morning')",49
"('heat', 'coming')",49
"('chopra', 'winning')",49
"('making', 'pakistan')",49
"('was4x100m', 'heat')",49
"('baton', 'was4x100m')",49
"('emotion', 'pride')",49
"('relay', 'baton')",49
"('glory', 'thanks')",49
"('glory', 'resentful')",48
"('backtoback', '🥇')",48
"('disrespect', 'glory')",48
"('resentful', 'artur')",48
"('armenian', 'disrespect')",48
"('artur', 'aleksanyan')",48
"('👥', '🏆')",48
"('hurdle', '👥')",48
"('take', 'bow')",48
"('atlas', 'lion')",48
"('olympics2024paris', 'olympics2024')",48
"('advance', '🥇')",48
"('se', 'pour')",48
"('made', 'look')",48
"('easy', 'stream')",48
"('morocco', 'olympic')",48
"('gave', 'best')",48
"('🏆', 'backtoback')",48
"('aleksanyan', 'accept')",48
"('thats', 'olympics2024')",48
"('aleksanyan', 'demonstratively')",48
"('olympics2024', 'goldmedal')",48
"('mohammad', 'hadi')",48
"('wrestler', 'mohammad')",48
"('woman', 'gymnastics')",48
"('wrestling', 'parisolympics')",48
"('grecoroman', 'wrestler')",48
"('iranian', 'grecoroman')",48
"('paris', 'iranian')",48
"('awarded', 'ceremony')",48
"('🏅', 'awarded')",48
"('help', 'secure')",48
"('removed', 'silver')",48
"('demonstratively', 'removed')",48
"('accept', 'defeat')",48
"('olympics', 'hockey')",48
"('day', 'aleksanyan')",48
"('bronzemedal', 'hockeyindia')",48
"('dignitythe', 'day')",48
"('throw', '📈')",48
"('incredible', 'comeback')",48
"('usa', 'incredible')",48
"('serbia', 'parisolympics')",48
"('medallist', 'paris2024')",48
"('defeat', 'dignitythe')",48
"('haye', 'mazay')",47
"('mazay', 'mazay')",47
"('yeharshadnadeem', 'javelinthrow')",47
"('mazay', 'padosio')",47
"('howa', 'yeharshadnadeem')",47
"('stage', 'parisolympics')",47
"('kaya', 'howa')",47
"('padosio', 'kaya')",47
"('haye', 'haye')",47
"('👥', 'headed')",47
"('making', 'country')",47
"('reaction', 'tara')",47
"('daviswoodhall', 'golden')",47
"('movie', 'paris2024')",47
"('golden', 'woman')",47
"('📈', 'olympic')",47
"('lead', '👥')",47
"('muchas', 'felicidades')",47
"('extends', 'lead')",47
"('clutch', 'stretchrelive')",47
"('stretchrelive', '👥')",47
"('headed', '👥')",47
"('lead', 'serbia')",47
"('los', 'angeles')",47
"('e', 'humano')",47
"('list', 'letsile')",47
"('put', 'show')",47
"('richardson', 'parisolympics')",47
"('nosotros', 'que')",47
"('humano', 'nosotros')",47
"('te', 'pierdas')",47
"('tambin', 'e')",47
"('histrico', 'tambin')",47
"('said', 'javelin')",47
"('amigo', 'el')",47
"('throw', 'popular')",47
"('popular', 'india')",47
"('pakistan', 'know')",47
"('know', 'arshad')",47
"('alltime', 'list')",47
"('premire', 'mdaille')",47
"('move', 'alltime')",47
"('tebogo', 'move')",47
"('creemos', 'saulcraviottoelcorazndeespaa')",47
"('saulcraviottoelcorazndeespaa', 'paris2024')",47
"('immense', 'pride')",47
"('richardson', 'showed')",47
"('🥇', '🌎')",47
"('showed', 'speed')",47
"('speed', 'help')",47
"('📈', 'timegosydgo')",47
"('timegosydgo', '👑')",47
"('first', 'attempt')",47
"('👑', 'againparisolympics')",47
"('bbcolympics', 'paris2024')",47
"('state', 'parisolympics')",47
"('nadeem', 'worked')",47
"('lo', 'creemos')",47
"('tebogo', 'kennybednarek')",47
"('lecaptain', 'americateam')",47
"('el', 'momento')",47
"('mximo', 'medallista')",47
"('news', 'people')",47
"('🏆', 'pakistan')",47
"('el', 'mximo')",47
"('medallista', 'histrico')",47
"('pakistan', 'deserved')",47
"('people', 'pakistan')",47
"('americateam', 'usa')",47
"('deserved', '🏆')",47
"('🏆', 'tonight')",47
"('tonight', 'making')",47
"('usa', 'extends')",47
"('hard', 'great')",47
"('momento', 'que')",47
"('thank', 'friend')",46
"('tebogo', 'olympics2024mens200mparis')",46
"('defend', 'title')",46
"('trending', 'paris2024')",46
"('femina', 'trending')",46
"('pakistan', 'paris2024')",46
"('feel', 'femina')",46
"('claim', '🥇')",46
"('u', 'olympic')",46
"('absolutely', 'nut')",46
"('paris2024', 'te')",46
"('nut', 'tennis')",46
"('tennis', 'nbo')",46
"('nbo', 'nationalbankopen')",46
"('se', 'clasifica')",46
"('nationalbankopen', 'montrealopen')",46
"('🏆', 'united')",46
"('state', 'headed')",46
"('vinesh', 'phogats')",46
"('final', 'time')",46
"('headed', 'back')",46
"('sanjay', 'singh')",46
"('do', 'jogos')",46
"('venga', 'cabrn')",46
"('montrealopen', 'olympicgames')",46
"('olympics2024', 'atp')",46
"('pakistani', 'athlete')",46
"('back', '🥇')",46
"('🎮', 'defend')",46
"('plummer', '🏆')",46
"('title', 'parisolympics')",46
"('katieledecky', 'answer')",46
"('time', 'men')",46
"('age', 'youngest')",46
"('narrowly', 'missed')",46
"('youngest', 'man')",46
"('answer', 'call')",46
"('🥇', 'botswanahe')",46
"('breaking', 'news')",46
"('botswanahe', 'also')",46
"('also', 'first')",46
"('usa', 'athletics')",46
"('first', 'man')",46
"('man', 'africa')",46
"('africa', '🏆')",46
"('gamesparis2024', 'olympics')",46
"('double', 'olympic')",46
"('nadeem', 'olympic')",46
"('receives', 'news')",46
"('medalist', 'receives')",46
"('achievement', 'olympics2024')",46
"('thanks', 'incredible')",46
"('pride', 'thanks')",46
"('final', '🎮')",46
"('beaming', 'pride')",46
"('pakistan', 'beaming')",46
"('tebogo', 'age')",46
"('broke', '🌎')",46
"('news', 'robertfinke')",46
"('robertfinke', 'shell')",46
"('shell', '👥')",46
"('free', 'routine')",45
"('closet', 'beat')",45
"('ce', 'soir')",45
"('nadeem', '🥇')",45
"('move', 'parisolympics')",45
"('beat', 'itsong')",45
"('jackson', 'feel')",45
"('passion', 'youve')",45
"('history', 'paris')",45
"('paris2024', 'teamindia')",45
"('👑', 'always')",45
"('always', '👑')",45
"('👑', 'many')",45
"('forever', 'go')",45
"('go', 'steph')",45
"('congratulation', 'phenomenal')",45
"('curry', '🎮')",45
"('🎮', 'chef')",45
"('chef', 'cooking')",45
"('cooking', '👥')",45
"('phenomenal', 'achievement')",45
"('👑', 'athletics')",45
"('athletics', 'pakistan9297m')",45
"('pakistan9297m', 'olympic')",45
"('throw', '🥇')",45
"('silver', 'medalin')",45
"('olympics', 'testament')",45
"('work', 'unwavering')",45
"('unwavering', 'passion')",45
"('medalin', 'men')",45
"('itsong', 'jackson')",45
"('pyt', 'closet')",45
"('worked', 'time')",45
"('jackson', 'playing')",45
"('song', 'michael')",45
"('paris2024', 'today')",45
"('thriller', 'pyt')",45
"('arshads', 'day')",45
"('crown', 'deserves')",45
"('day', 'gave')",45
"('best', 'thing')",45
"('thing', 'need')",45
"('need', 'addressed')",45
"('addressed', 'worked')",45
"('time', 'improve')",45
"('olympics2024paris', 'olympics')",45
"('improve', '🎮')",45
"('🎮', 'sit')",45
"('sit', 'discus')",45
"('discus', 'enhance')",45
"('enhance', 'performance')",45
"('performance', 'neerajchopra')",45
"('neerajchopra', 'say')",45
"('say', 'winning')",45
"('silver', 'inthe')",45
"('inthe', 'parisolympicsani')",45
"('parisolympics2024', 'olympics')",45
"('playing', 'olympics2024paris')",45
"('today', 'arshads')",45
"('curry', '👥')",45
"('🏆', 'men')",45
"('letsile', 'tebogos')",45
"('whole', 'country')",45
"('criminal', 'thriller')",45
"('smooth', 'criminal')",45
"('hatice', 'akba')",45
"('leadsparisolympics', 'nbc')",45
"('👥', 'leadsparisolympics')",45
"('pakistan', '🥇')",45
"('olympics2024', 'routine')",45
"('x', 'eua')",45
"('far', 'smooth')",45
"('routine', 'break')",45
"('break', 'far')",45
"('count', 'look')",44
"('hace', 'presente')",44
"('📈', 'gosydgo')",44
"('carisma', 'mini')",44
"('mini', 'querido')",44
"('la', 'seine')",44
"('field', 'olympic')",44
"('paris2024', 'cheer4india')",44
"('counting', 'parisolympics')",44
"('wondering', 'track')",44
"('everyone', 'wondering')",44
"('🎮', 'usabasketball')",44
"('love', '🎮')",44
"('inspiring', 'love')",44
"('deficit', 'inspiring')",44
"('qtr', 'deficit')",44
"('back', 'qtr')",44
"('fight', 'back')",44
"('querido', 'paris2024')",44
"('la', 'medalla')",44
"('gosydgo', 'unstoppable')",44
"('da', 'histria')",44
"('parisolympics', 'hunter')",44
"('content', 'parisolympics')",44
"('making', 'content')",44
"('stop', 'making')",44
"('never', 'stop')",44
"('daviswoodhall', 'never')",44
"('trampoln', 'individual')",44
"('pa', 'un')",44
"('deserves', 'parisolympics')",44
"('unstoppable', 'hurdle')",44
"('con', 'un')",44
"('didparis2024', 'olympics')",44
"('altn', 'madalya')",44
"('absolutely', 'didparis2024')",44
"('da', 'ginstica')",44
"('african', 'man')",44
"('hunter', 'woodhall')",44
"('hurdle', 'nbcolympics')",44
"('👥', 'fight')",44
"('liberation', 'hope')",44
"('backblack', 'woman')",44
"('speed', 'beauty')",44
"('never', 'looked')",44
"('faith', 'never')",44
"('arshadnadeem', 'throw')",44
"('👥', 'strength')",44
"('throw', 'liberation')",44
"('took', 'leap')",44
"('strength', 'speed')",44
"('beauty', 'recognized')",44
"('looked', 'backblack')",44
"('leap', 'faith')",44
"('recognized', 'celebrated')",44
"('celebrated', '🌎')",44
"('parisolympics', 'truly')",44
"('truly', 'u')",44
"('hope', 'alone')",44
"('country', 'cherish')",44
"('name', 'arshadnadeem')",44
"('alone', 'country')",44
"('athletics', '👥')",44
"('woman', 'racking')",44
"('racking', '🏅')",44
"('olympique', 'paris2024')",44
"('pakistani', 'paris2024')",44
"('belongs', 'pakistani')",44
"('📈', 'belongs')",44
"('🏆', 'broke')",44
"('cherish', 'didnt')",44
"('made', 'u')",43
"('family', 'class')",43
"('uno', 'mismoparis2024')",43
"('con', 'la')",43
"('class', 'act')",43
"('act', 'paris2024')",43
"('watch', 'letsile')",43
"('comienza', 'uno')",43
"('paris2024', 'brasil')",43
"('brasil', 'x')",43
"('anna', 'hall')",43
"('timebrasil', 'paris2024')",43
"('tebogo', 'became')",43
"('🏆', 'india')",43
"('todo', 'lo')",43
"('bueno', 'comienza')",43
"('hill', 'fired')",43
"('heptathlon', 'parisolympics')",43
"('histria', 'paris2024')",43
"('cabrn', 'se')",43
"('se', 'dijo')",43
"('dijo', 'mismo')",43
"('mismo', 'osmar')",43
"('watching', 'anna')",43
"('fired', 'watching')",43
"('ile', 'tarih')",43
"('tarih', 'yazacak')",43
"('yazacak', 'nancmz')",43
"('nancmz', 'desteimiz')",43
"('desteimiz', 'zaman')",43
"('zaman', 'sizinle')",43
"('souldarrell', 'hill')",43
"('race', 'life')",43
"('screaming', 'souldarrell')",43
"('shes', 'screaming')",43
"('feel', 'shes')",43
"('olvera', 'el')",43
"('pakistanzindabad', 'olympics2024')",43
"('arshadnadeem', 'goldforpakistan')",43
"('el', 'poder')",43
"('poder', 'del')",43
"('del', 'dilogo')",43
"('dilogo', 'interno')",43
"('interno', 'todo')",43
"('son', 'chopra')",43
"('lo', 'bueno')",43
"('mclaughlin', 'race')",43
"('chopra', 'family')",43
"('show', 'heptathlon')",43
"('mother', 'son')",43
"('olympic2024', 'olympics2024')",43
"('trouble', 'jamaica')",43
"('em', 'paris2024')",43
"('anchor', 'shacarri')",43
"('nick', 'mead')",43
"('🥇', 'usabmnt')",43
"('lyles', 'paris2024')",43
"('relay', 'compete')",43
"('jamaica', 'men')",43
"('e', 'el')",43
"('look', 'parisolympics')",43
"('olympics', 'vineshphogat')",43
"('hall', 'parisolympics')",43
"('emas', 'pertama')",43
"('olympics', 'thirdplace')",43
"('man', 'claim')",43
"('u', 'artistic')",43
"('thirdplace', 'noah')",43
"('king', 'usabasketball')",42
"('money', 'paris2024')",42
"('taxpayer', 'money')",42
"('leonardo', 'veddriq')",42
"('proud', 'moment')",42
"('jump', 'final')",42
"('thomas', 'parisolympics')",42
"('painting', 'wormeer')",42
"('return', 'king')",42
"('🥇', 'india')",42
"('exposed', 'official')",42
"('misuse', 'taxpayer')",42
"('gross', 'misuse')",42
"('expose', 'gross')",42
"('big', 'expose')",42
"('usabasketball', 'tie')",42
"('e', 'peacock')",42
"('lpezo', 'melhor')",42
"('mijan', 'lpezo')",42
"('cubano', 'mijan')",42
"('lutador', 'cubano')",42
"('olmpicos', 'lutador')",42
"('histria', 'do')",42
"('paris2024', 'exposed')",42
"('suspended', 'wfi')",42
"('official', 'suspended')",42
"('melhor', 'atleta')",42
"('wormeer', 'parisolympics')",42
"('👑', 'tracktown24')",42
"('olympique', 'paris')",42
"('touring', 'paris')",42
"('official', 'touring')",42
"('wfi', 'official')",42
"('disguised', 'wfi')",42
"('people', 'disguised')",42
"('bjp', 'people')",42
"('final', 'vivo')",42
"('olmpico', 'da')",42
"('parishow', 'bjp')",42
"('holiday', 'parishow')",42
"('enjoying', 'holiday')",42
"('singh', 'enjoying')",42
"('aid', 'sanjay')",42
"('close', 'aid')",42
"('singhs', 'close')",42
"('brijbhushan', 'singhs')",42
"('hear', 'painting')",42
"('atleta', 'olmpico')",42
"('including', 'brijbhushan')",42
"('wfi', 'including')",42
"('ganhar', 'histria')",42
"('louvre', 'hear')",42
"('atleta', 'ganhar')",42
"('🏅', 'paris')",42
"('grabbing', 'handful')",42
"('cyclisme', 'sur')",42
"('handful', 'sydney')",42
"('silver', 'paris')",42
"('juegosolmpicos', 'paris2024')",42
"('bring', 'home')",42
"('indian', 'athlete')",42
"('sydney', 'sweeney')",42
"('sweeney', 'sydneysweeney')",42
"('sydneysweeney', 'movie')",42
"('dgustez', 'paris2024')",42
"('olympics', 'film')",42
"('time', 'africa')",42
"('film', 'olympics2024')",42
"('watching', 'olympics2024')",42
"('kenny', 'olympic')",42
"('ceci', 'nest')",42
"('men', 'kenny')",42
"('kenny', 'bednarek')",42
"('bednarek', 'secures')",42
"('secures', 'silver')",42
"('silver', 'tracktown24')",42
"('clavadazo', 'clavadazo')",42
"('woman', 'relay')",42
"('nem', 'phelps')",42
"('clasifica', 'la')",42
"('phelps', 'na')",42
"('sincerely', 'thank')",42
"('excited', 'visit')",42
"('atletismo', 'simone')",42
